ao_hechos,mes_hechos,fecha_hechos,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,alcaldia_hechos,colonia_hechos,ao_inicio,mes_inicio,fecha_inicio,calle_hechos,calle_hechos2,longitud,latitud,geopoint
2015,Febrero,2015-02-05 11:45:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,CUAUHTEMOC,CENTRO,2016,Febrero,2016-02-05 14:02:24,(INTERIOR DEL METRO ZOCALO),NA,-99.132959,19.4333049998331,"19.4333049998,-99.132959"
2016,Febrero,2016-02-07 11:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,VENUSTIANO CARRANZA,NA,2016,Febrero,2016-02-07 10:50:01,SIN PRECISAR,NA,NA,NA,
2015,Mayo,2015-05-15 09:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",57,UI-1CD,CUAJIMALPA DE MORELOS,ZENTLAPATL,2016,Febrero,2016-02-07 12:50:06,SE IGNORA LUGAR DE HECHOS,NO REFIERE LAS CALLES,-99.3092159999998,19.3451329998335,"19.3451329998,-99.309216"
2016,Febrero,2016-02-07 19:45:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,IZTACALCO,AGRÍCOLA ORIENTAL,2016,Febrero,2016-02-07 22:14:59,CALLE SUR 28-A NUMERO 50,NA,-99.062984,19.3839409998332,"19.3839409998,-99.062984"
2016,Febrero,2016-02-07 20:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,CUAUHTEMOC,GUERRERO,2016,Febrero,2016-02-07 23:26:29,ZARCO,SOTO,-99.1451909999999,19.4448059998338,"19.4448059998,-99.145191"
2016,Febrero,2016-02-06 16:50:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-1,UI-1SD,VENUSTIANO CARRANZA,MERCED BALBUENA,2016,Febrero,2016-02-08 18:59:01,GENERAL ANAYA,NA,-99.1228399999999,19.4280119998333,"19.4280119998,-99.12284"
2016,Febrero,2016-02-08 11:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-02,AZCAPOTZALCO,PRO-HOGAR,2016,Febrero,2016-02-08 23:27:54,CALLE 23,10,-99.1555829999999,19.4770949998332,"19.4770949998,-99.155583"
2016,Febrero,2016-02-10 06:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-01,GUSTAVO A MADERO,VALLEJO PONIENTE,2016,Febrero,2016-02-10 10:26:35,INSURGENTES,NA,-99.14003,19.4686329998332,"19.4686329998,-99.14003"
2015,Octubre,2015-10-22 01:56:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,AZCAPOTZALCO,SANTA APOLONIA,2016,Febrero,2016-02-11 06:01:20,DE LA ROSA,NA,-99.1945179999999,19.4757009998336,"19.4757009998,-99.194518"
2016,Febrero,2016-02-12 07:50:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,VENUSTIANO CARRANZA,ZONA CENTRO,2016,Febrero,2016-02-12 09:39:28,AVENIDA CANDELARIA SIN NÚMERO,ESQUINA PARQUE GUADALUPE VICTORIA,-99.1195349999999,19.4292209998338,"19.4292209998,-99.119535"
2016,Febrero,2016-02-13 04:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,CUAUHTEMOC,ROMA NORTE,2016,Febrero,2016-02-13 05:19:39,AV. OAXACA,VALLADOLID,-99.1674669999999,19.4188229998339,"19.4188229998,-99.167467"
2016,Febrero,2016-02-05 11:45:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,ASTURIAS,2016,Febrero,2016-02-13 11:03:01,FRANCISCO AYALA,NA,-99.134679,19.4077199998337,"19.4077199998,-99.134679"
2015,Diciembre,2015-12-09 18:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-02,CUAUHTEMOC,DOCTORES,2016,Febrero,2016-02-14 12:27:45,DOCTOR BARRAGAN,NAVARRO VELAZCO,-99.144574,19.4185439998333,"19.4185439998,-99.144574"
2016,Febrero,2016-02-14 23:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,BUENAVISTA,2016,Febrero,2016-02-15 00:38:38,CALLE MORELOS,ESQUINA CALLE CAMINOO REAL,-99.031727,19.3292749998334,"19.3292749998,-99.031727"
2016,Febrero,2016-02-15 01:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,ALVARO OBREGON,SAN ANGEL,2016,Febrero,2016-02-15 12:16:50,AVENIDA INSURGENTES SUR,NA,-99.1883199999999,19.3450639998335,"19.3450639998,-99.18832"
2015,Diciembre,2015-12-15 19:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,TLALPAN,EL MIRADOR 2A SECCIÓN,2016,Febrero,2016-02-17 11:27:46,VOLCAN KISKA  MZ- 1 LT- 12,LA JOYA,-99.1875809999999,19.2703709998344,"19.2703709998,-99.187581"
2016,Febrero,2016-02-09 15:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,DOCTORES,2016,Febrero,2016-02-17 11:46:20,CLAUDIA BERNARD,NA,-99.1464909999998,19.4201319998338,"19.4201319998,-99.146491"
2016,Febrero,2016-02-17 11:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,ROMA NORTE,2016,Febrero,2016-02-17 15:49:07,AV. ALVARO OBREGON,JALAPA,-99.1604039999999,19.4182719998334,"19.4182719998,-99.160404"
2014,Enero,2014-01-06 17:37:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,CUAUHTEMOC,CENTRO,2016,Febrero,2016-02-18 15:03:16,REPUBLICA DE ARGENTINA,NA,-99.1312549999999,19.4393879998332,"19.4393879998,-99.131255"
2015,Diciembre,2015-12-30 12:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,COYOACAN,AJUSCO,2016,Enero,2016-01-01 18:22:30,MAYAS,NA,-99.1592739999999,19.328307999834,"19.3283079998,-99.159274"
2016,Enero,2016-01-01 20:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-1CD,MIGUEL HIDALGO,DEPORTIVO PENSIL,2016,Enero,2016-01-02 13:41:36,UNIDAD LEGARIA,NA,-99.2026259999999,19.4504059998334,"19.4504059998,-99.202626"
2016,Enero,2016-01-02 15:45:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-01,CUAUHTEMOC,GUERRERO,2016,Enero,2016-01-02 16:50:04,ZARCO,MOSQUETA,-99.1452409999999,19.4445739998332,"19.4445739998,-99.145241"
2015,Diciembre,2015-12-25 10:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-1,UI-2CD,XOCHIMILCO,SAN LUCAS XOCHIMANCA,2016,Enero,2016-01-03 10:27:36,EMILIANO ZAPATA,NA,-99.1176739999999,19.2382699998342,"19.2382699998,-99.117674"
2015,Diciembre,2015-12-30 13:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,ALVARO OBREGON,SAN BARTOLO AMEYALCO,2016,Enero,2016-01-03 19:26:33,PRIMERA CERRADA CAMINO VIEJO MIXCOAC,NA,-99.2747589999999,19.3347709998333,"19.3347709998,-99.274759"
2015,Diciembre,2015-12-29 14:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,IZTAPALAPA,JOSÉ LÓPEZ PORTILLO,2016,Enero,2016-01-04 14:08:13,CALLE 14,NA,-99.0811699999999,19.303447999834,"19.3034479998,-99.08117"
2016,Enero,2016-01-03 16:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-03,GUSTAVO A MADERO,GERTRUDIS SÁNCHEZ 2A SECCIÓN,2016,Enero,2016-01-04 15:15:38,NORTE 80A,NA,-99.102344,19.4655829998331,"19.4655829998,-99.102344"
2016,Enero,2016-01-03 02:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,BENITO JUAREZ,VILLA DE CORTES,2016,Enero,2016-01-04 20:27:43,DIEGO ARENAS GUZMAN,PLAZA VICTORIA,-99.1380609999999,19.3887759998333,"19.3887759998,-99.138061"
2015,Diciembre,2015-12-27 12:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,CUAUHTEMOC,ASTURIAS,2016,Enero,2016-01-07 19:04:21,VIADUCTO,NA,-99.133967,19.4034819998332,"19.4034819998,-99.133967"
2016,Enero,2016-01-07 06:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-3,FDS-3-03,VENUSTIANO CARRANZA,FEDERAL,2016,Enero,2016-01-07 19:08:24,HANGARES,NA,-99.087192,19.4230839998335,"19.4230839998,-99.087192"
2015,Octubre,2015-10-14 20:20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,IZTACALCO,SAN MIGUEL,2016,Enero,2016-01-08 11:05:27,FRANCISCO I MADERO,NA,-99.1189019999999,19.3915269998332,"19.3915269998,-99.118902"
2015,Diciembre,2015-12-28 18:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,IZTAPALAPA,GUELATAO BENITO JUÁREZ,2016,Enero,2016-01-08 16:05:47,CALZ. IGNACIO ZARAGOZA,NA,-99.044551,19.389830999834,"19.3898309998,-99.044551"
2016,Enero,2016-01-08 11:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",59,UI-1CD,TEMASCALCINGO,NA,2016,Enero,2016-01-09 00:56:27,CARRETERA A ACAMBAY  SIN NUMERO,"MUNICIPIO TEMASCALCINGO, ESTADO DE MEXICO",NA,NA,
2016,Enero,2016-01-09 04:20:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-1,UI-2SD,XOCHIMILCO,SAN MATEO XALPA,2016,Enero,2016-01-09 13:10:28,CUAUHTEMOC,NA,-99.1203329999999,19.2298989998344,"19.2298989998,-99.120333"
2015,Diciembre,2015-12-09 17:40:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,CUAUHTEMOC,NA,2016,Enero,2016-01-11 07:33:58,VIA PUBLICA,"NO REFIERE DELEGACION, COLONIA NI CALLES",NA,NA,
2016,Enero,2016-01-10 16:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-02,IZTAPALAPA,PARAJE SAN JUAN CERRO,2016,Enero,2016-01-12 12:51:06,GERMANIO NUMERO 3,NA,-99.0823359999999,19.3465879998334,"19.3465879998,-99.082336"
2015,Diciembre,2015-12-22 11:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,XOCHIMILCO,BARRIO SAN PEDRO,2016,Enero,2016-01-12 13:33:46,CUAUHTEMOC,GLADIOLAS,-99.10729,19.2592619998337,"19.2592619998,-99.10729"
2015,Diciembre,2015-12-11 07:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,IZTAPALAPA,SANTA MARTHA ACATITLA,2016,Enero,2016-01-13 11:08:12,AVENIDA ZACATEPAC (ZACATEPEC),NA,-99.014063,19.3535899998335,"19.3535899998,-99.014063"
2015,Abril,2015-04-10 10:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-8,UI-1CD,IZTAPALAPA,NA,2016,Enero,2016-01-14 12:47:32,AVENIDA TLAHUAC S/N,NA,NA,NA,
2015,Diciembre,2015-12-26 23:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,GUSTAVO A MADERO,VILLA GUSTAVO A. MADERO,2016,Enero,2016-01-14 18:56:33,QUINTANA,NA,-99.1167829999999,19.487482999833,"19.4874829998,-99.116783"
2016,Enero,2016-01-15 16:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,CUAUHTEMOC,CENTRO,2016,Enero,2016-01-15 17:16:38,METRO ALLENDE,NA,-99.13701,19.4353829998334,"19.4353829998,-99.13701"
2016,Enero,2016-01-06 21:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,MIGUEL HIDALGO,NA,2016,Enero,2016-01-16 11:56:00,"HOSPITAL DE CARDIOLOGIA IGNACIO CHAVEZ,",NA,NA,NA,
2015,Diciembre,2015-12-02 08:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,SAN ANDRÉS TETEPILCO,2016,Enero,2016-01-17 02:47:56,DEPARTAMENTO A DE LA TERCERA CERRADA DE EMILIO CARRANZA,NA,-99.1304679999999,19.3713499998333,"19.3713499998,-99.130468"
2016,Enero,2016-01-16 21:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,XOCHIMILCO,SAN MARCOS,2016,Enero,2016-01-17 10:22:32,VIA PUBLICA,LAS ROSAS,-99.1110749999999,19.2622299998343,"19.2622299998,-99.111075"
2016,Enero,2016-01-18 08:10:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-02,GUSTAVO A MADERO,SANTA ISABEL TOLA,2016,Enero,2016-01-18 10:41:11,INSURGENTES NORTE,ACUEDUC TO  DE GUADALUPE,-99.1171769999999,19.5015869998334,"19.5015869998,-99.117177"
2016,Enero,2016-01-18 19:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,AMPLIACIÓN SAN MIGUEL,2016,Enero,2016-01-18 23:25:17,AV SAN RAFAEL ATLIXCO,NA,-99.068613,19.3526349998333,"19.3526349998,-99.068613"
2016,Enero,2016-01-06 14:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,ALVARO OBREGON,AMPLIACIÓN ALPES,2016,Enero,2016-01-19 11:42:34,RAUDAL 194 CASA 3,NA,-99.2130859999998,19.3562379998333,"19.3562379998,-99.213086"
2016,Enero,2016-01-01 00:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-2,UI-1SD,TLAHUAC,SANTA CECILIA,2016,Enero,2016-01-20 12:09:09,DAVID  GOMEZ MZ 56 LT 8,NA,-99.003352,19.2788309998338,"19.2788309998,-99.003352"
2015,Enero,2015-01-20 07:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,DOCTORES,2016,Enero,2016-01-20 13:41:31,ESTACIÓN DEL METRO NIÑOS HEROES,NA,-99.1506329999999,19.4194819998332,"19.4194819998,-99.150633"
2015,Julio,2015-07-04 15:11:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-4,FDS-4-01,CUAUHTEMOC,GUERRERO,2016,Enero,2016-01-20 16:50:06,SANTA VERACRUZ,NA,-99.1426099999999,19.4373839998332,"19.4373839998,-99.14261"
2015,Diciembre,2015-12-05 10:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-02,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC,2016,Enero,2016-01-21 20:24:02,RAFAEL REBOLLAR,NA,-99.187986,19.4096609998331,"19.4096609998,-99.187986"
2016,Marzo,2016-03-03 08:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,LOS ÁNGELES,2016,Marzo,2016-03-03 10:10:19,METRO CONSTITUCIÓN DE 1917,NA,-99.063166,19.3454719998337,"19.3454719998,-99.063166"
2016,Febrero,2016-02-26 23:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,SAN MIGUEL TEOTONGO,2016,Marzo,2016-03-05 12:55:33,PINOS,NA,-98.993321,19.3429109998334,"19.3429109998,-98.993321"
2016,Febrero,2016-02-26 13:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,IZTACALCO,AGRÍCOLA ORIENTAL,2016,Marzo,2016-03-05 14:55:10,ORIENTE 249 A,NA,-99.0670579999999,19.3963889998333,"19.3963889998,-99.067058"
2016,Marzo,2016-03-05 00:30:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-01,CUAUHTEMOC,OBRERA,2016,Marzo,2016-03-05 22:02:21,CALLE MANUEL M. FLORES NUMERO 40,SIN PRECISAR,-99.1412399999999,19.4167429998333,"19.4167429998,-99.14124"
2016,Marzo,2016-03-06 03:25:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,IZTAPALAPA,CENTRAL DE ABASTO,2016,Marzo,2016-03-06 04:40:50,"BODEGA O-253,  CENTRAL DE ABASTOS",NA,-99.0877556455069,19.3712607979557,"19.371260798,-99.0877556455"
2016,Marzo,2016-03-05 23:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-02,TLALPAN,SAN ANDRÉS TOTOLTEPEC,2016,Marzo,2016-03-06 15:07:01,LÁZARO CÁRDENAS,NA,-99.1590759999999,19.2698079998341,"19.2698079998,-99.159076"
2016,Marzo,2016-03-07 12:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES,FDS-1,FDS-1-03,CUAJIMALPA DE MORELOS,CONTADERO,2016,Marzo,2016-03-07 16:16:34,AV. 16 DE SEPTIEMBRE,NA,-99.2982689999998,19.3471319998339,"19.3471319998,-99.298269"
2016,Marzo,2016-03-07 17:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,"INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES",57,UI-3CD,CUAUHTEMOC,CENTRO,2016,Marzo,2016-03-07 19:08:25,ENRICO MARTINEZ,TOLSA,-99.150789,19.4274539998331,"19.4274539998,-99.150789"
